transaction_id,transaction_date,amount,currency,originator_account,originator_name,originator_country,originator_sic,beneficiary_account,beneficiary_name,beneficiary_country,beneficiary_sic,channel,is_sanctioned,label
9f0a125d-5172-41c2-8095-be19eff0f78d,2025-03-18 03:08:24,32303.53,GBP,GB31IDTW74438616688114,"Hernandez, Schmidt and Wright",GB,0111,GB55WQQO20830990170881,Jackson-Chase,US,6211,SEPA,0,0
22e14162-d771-4279-9644-fb21c39fa782,2025-03-23 12:45:32,36283.0,USD,GB76VPSY52319949629115,Martinez Group,US,6211,GB51LZML01360505229323,Trevino and Sons,CN,6211,SWIFT,0,0
9ddcaeb0-f723-4f85-9a18-e06e89644efa,2025-08-17 07:53:24,50886.13,GBP,GB73QWDQ51129306813410,Adams-Robertson,GB,5122,GB26QXTN48407209717411,Bryant-Campbell,GB,7372,RTGS,0,0
c7c69a4a-6c12-48f9-ae5a-8743b02b457e,2025-01-10 04:24:28,88686.46,EUR,GB65WXZM06070374901595,Randolph Group,DE,5122,GB62IHCD19799655213569,King-Jordan,BR,6021,SWIFT,0,0
c93a2ab0-df10-493d-8ab6-847f26387a9b,2025-06-22 12:00:02,500.15,GBP,GB23JFOZ23575461504383,"Fisher, Grant and Wilson",GB,0111,GB73BJTX80253756024945,"Stanley, Lawson and Santiago",BR,7372,NEFT,0,0
6d3f5d11-79e0-4172-8075-6da4667676c5,2025-07-15 15:03:40,82286.35,USD,GB25GQOI61638415638167,Oconnor-Kennedy,US,7999,GB62TZDK76901979796968,Perez-Butler,IN,1311,SEPA,0,0
86d2f678-f7f5-4fdb-bb3b-eb11cce4a9d2,2025-04-21 01:34:48,34028.53,BRL,GB35KDJQ47894262120668,Jackson LLC,BR,1311,GB83FEZA66365606520534,Bennett and Sons,RU,0111,SEPA,0,0
47ced662-7d80-4f06-a82c-afab338c7ed3,2025-06-10 01:23:44,69564.74,GBP,GB55NUBU24601719796148,Davis Inc,GB,0111,GB92ESOX41637727586743,"Bass, Powell and Navarro",BR,6211,SWIFT,0,0
b8f29906-b99d-41be-90c8-5b4b8a04f1af,2025-05-13 05:38:24,9798.97,CNY,GB27JVDO33202297986168,"Wallace, Moore and Bush",CN,1311,GB57YHHT75149365045724,Cummings-Brown,CN,1311,RTGS,0,0
be5d54b0-698a-46f5-9ef4-a9e2875ed9e6,2025-01-23 01:33:39,56668.03,USD,GB70RSBS82830093087778,"Thomas, Young and Hodges",US,0111,GB44COAU66594569593808,Colon Inc,IN,5122,RTGS,0,0
27d7ba21-fa36-4a61-99ab-1b72b9e7615b,2025-06-21 22:52:58,63304.87,RUB,GB65PCHJ49279458539579,York-Pearson,RU,5122,GB39CYWK48321336378563,Allen-Pittman,GB,6211,RTGS,0,0
774777a1-fe26-4b0b-8d7f-3189911006a6,2025-03-08 11:21:12,36202.24,BRL,GB08ZTMH66590290919076,Garcia LLC,BR,6211,GB55GVIB57787062147793,Elliott Inc,RU,5122,SWIFT,0,0
1928e65e-6180-4bd6-89ca-1d95a98d597e,2025-02-27 07:21:14,44436.16,BRL,GB16BNUP45520318534293,Delacruz-Johnson,BR,6211,GB86LDFL49767489400549,Walker LLC,CN,7999,SEPA,0,0
8e88d937-223d-4c59-b46c-41d7d859f7e4,2025-05-28 10:59:10,62352.14,NGN,GB27CBKK36253083518286,Rice PLC,NG,6021,GB34SDEW44548354671172,"Livingston, Richards and Tyler",US,5122,SWIFT,0,0
09600771-a125-448e-9b61-7473f5c56aa4,2025-06-03 08:04:41,96402.25,INR,GB35DRJR66388981505400,"Clark, Rivera and Henry",IN,5122,GB03PVFC09231391019685,Dougherty Group,NG,6211,RTGS,0,0
3dcdda2a-a7da-4593-926e-67229bd3e4cf,2025-02-22 07:01:09,76885.58,INR,GB45HLJL37449545438649,"Ramos, Salazar and Le",IN,6211,GB69JSIP22267044113510,"Moore, Roberts and Cowan",CN,6211,SEPA,0,0
df920d1c-9e5d-4f26-88aa-db7dca04aab5,2025-01-06 01:45:39,92437.31,CNY,GB27CLSF45141810911980,"Harding, Briggs and Hanson",CN,6021,GB14AETI09389501125960,Williams and Sons,BR,6211,RTGS,0,0
e3508513-3b1d-41e4-afa6-fe3d0767bfdc,2025-07-02 22:02:04,66758.47,INR,GB76VUBH62265914615252,Howard PLC,IN,7372,GB68MCXJ45827490186746,Fuentes Ltd,IN,1311,RTGS,0,0
bf47ecb7-fb16-40dc-b8bd-0c6122d00706,2025-06-05 17:30:29,36929.27,AED,GB04WAST98331592638578,Snyder-May,AE,1311,GB09ZVDZ04043756123179,Macias-Holt,DE,6021,NEFT,0,0
732a47e3-5f1e-4d52-b2ac-73cda362ae2d,2025-02-27 05:13:40,20855.55,RUB,GB22HWFH01323752127184,Johnson PLC,RU,6021,GB10JNNM63842641508603,Patrick Inc,CN,6021,SWIFT,0,0
7df435e3-3662-4320-b001-0a5fda384bd7,2025-04-01 15:17:54,47488.99,NGN,GB72WCSV47613951692119,Trevino-Hartman,NG,6211,GB42GPXD64354948579422,Nelson Ltd,BR,6211,RTGS,0,0
f0291f61-ffca-474b-8708-749a958f419b,2025-07-26 14:34:05,30169.03,NGN,GB78YSBA51019244653705,"Yu, Castro and Vang",NG,7372,GB61PLDH41582173746032,Thomas-Burton,NG,6211,RTGS,0,0
56c216d0-619a-48ec-849e-499c83a81add,2025-06-30 20:21:08,34809.72,BRL,GB36REND75117820377502,Mata-Gordon,BR,5122,GB73VIRP92836237856957,Saunders-Zamora,IN,6211,SEPA,0,0
c2cad893-ee81-4f69-aae0-d5a24ec5fa2a,2025-01-22 02:10:37,59942.23,RUB,GB60GNKQ50914706696791,Watkins Ltd,RU,0111,GB82JYUZ56266613434327,"Reed, Fisher and Ramos",NG,6021,SWIFT,0,0
e0818cac-d091-43fa-949e-0791920190c5,2025-02-25 20:54:28,57267.41,INR,GB61FLIE83019085284424,"White, Hicks and Martinez",IN,7372,GB36KPCN95450383045893,"Phillips, Lee and Butler",US,6211,SEPA,0,0
650632f9-16f1-4b49-8574-819ba3f167fa,2025-03-16 23:31:01,47126.65,BRL,GB88CYQQ15963096817900,"Kelly, Gonzales and Black",BR,5122,GB24JQDN26227157425072,Perry Group,AE,6211,NEFT,0,0
1475e953-38f9-4f28-90f2-ca7778ef842c,2025-07-12 10:57:32,93028.58,AED,GB78OOFP45826571083214,Martin Group,AE,6021,GB39DNKI66982851908550,Bell-White,RU,0111,NEFT,0,0
1dec3d46-cb72-40a6-b0b8-3f90e9d72fda,2025-05-11 07:20:15,8094.06,GBP,GB07FOTX92627642467760,"Dorsey, Nelson and Wade",GB,7372,GB97ZWIO19390599050226,Carroll-Wilson,DE,6021,SEPA,0,0
db85a66f-971e-4737-9d67-53ee6080fe38,2025-05-28 22:41:20,67501.79,EUR,GB53INAA74406319345005,Miller PLC,DE,7372,GB16BMFI21229268777629,Gilmore PLC,RU,1311,NEFT,0,0
0e48a933-e56a-4591-b621-bc1cddcc3915,2025-04-26 20:59:02,22990.26,AED,GB43XUJR27772813989137,Baxter Group,AE,7372,GB93MZLN14648063774112,Proctor-Haynes,DE,6211,SEPA,0,0
001a3d43-b391-4cc1-8ced-f484235c41f7,2025-07-15 19:22:03,31022.85,USD,GB39SJRR64639400989233,"Flores, Jarvis and Duncan",US,5122,GB91TCSV47595759372842,Bonilla-Nichols,AE,7999,SWIFT,0,0
831c9607-792d-419d-ad58-b9dbc816ef20,2025-04-16 11:30:52,2949.49,GBP,GB50VTBK58201327231034,Ball-Miller,GB,5122,GB84AEZH20328988053974,Davis-Martin,DE,0111,RTGS,0,0
c5b21f15-9ca1-4c88-bd32-997fb4479469,2025-01-23 10:24:53,3446.87,NGN,GB63LWGA65965509376492,Sanford Inc,NG,0111,GB21ATCT04490787065079,Perkins-Lewis,GB,5122,SWIFT,0,0
29afa42c-9948-4ad2-8e0f-b0d934941990,2025-05-08 22:36:09,81819.94,CNY,GB39TVXL07775215236502,Logan LLC,CN,6211,GB20LTMW45779159227869,"Hanna, Price and Jones",NG,0111,SWIFT,0,0
d2bf6d83-1526-4a3b-86f5-e7fc9570760d,2025-08-02 14:51:25,48982.77,AED,GB93KUSR56019038607390,Turner-Peterson,AE,6021,GB42KOWV37783337532409,Hardy-Meyer,AE,5122,SEPA,0,0
0e204dfc-f7a7-47a9-950a-da5c93ac83cc,2025-05-01 09:41:13,55924.87,EUR,GB62LLJK16366092629389,Stephenson Group,DE,0111,GB45QSRL48373824773687,"Lopez, Austin and Jones",IN,5122,SEPA,0,0
3f89389d-ae2b-4b6f-98e0-826b26564ff3,2025-01-28 01:40:20,73560.7,GBP,GB93VPTQ29603666406952,Zhang-Mcbride,GB,5122,GB46KLWK05535245811192,Chapman LLC,IN,7999,RTGS,0,0
41fddf56-7f11-4ae7-9cc5-de4f4682d3c2,2025-04-09 20:42:34,29478.17,AED,GB12NYMY82141982715078,"Ware, Marshall and Hart",AE,7372,GB83DVKC80739931307292,"Miller, Arnold and Anderson",GB,0111,RTGS,0,0
026e15c3-df11-48ca-9f30-0b6283cf7b32,2025-01-03 06:33:56,94350.81,EUR,GB34GNWF58782230769328,"Smith, Richards and Miller",DE,7999,GB53BRUU35169039797316,"Mullins, Rodriguez and Rojas",RU,7372,SEPA,0,0
60662c31-4d1a-4bb5-a99f-ecbf55efbbee,2025-07-12 13:12:04,32957.48,INR,GB12LNXC36326382880314,Nguyen-Barker,IN,7372,GB03VTHL25918784452662,"Waller, Simon and Hood",CN,6021,SWIFT,0,0
54e19553-7994-47ed-a79d-d6301092a28d,2025-05-22 05:10:09,55294.39,AED,GB05GVNV89286625505001,Burgess-Dyer,AE,7372,GB51BKMS41998340709002,Strong Group,RU,7372,SEPA,0,0
fde43f11-a09c-4fc8-a1e1-95c79a54f633,2025-07-21 11:39:28,79604.09,NGN,GB53FTDU36601266579735,"Hampton, Williamson and Marsh",NG,6021,GB35RNUH28880767693412,"Bond, Lee and Ross",RU,7999,SEPA,0,0
a422b749-8ca7-47bc-b137-6e387092cb77,2025-01-17 07:40:36,98413.15,GBP,GB34DHFC29639395527741,"Myers, Lambert and Baker",GB,7372,GB83FZYU12929271136786,Ray-Pearson,RU,7372,SWIFT,0,0
6a562076-ce31-4737-b6eb-9595156c6586,2025-02-19 16:15:35,4313.65,CNY,GB89EJUE08155450302768,Hinton LLC,CN,6211,GB18TZZE92363514391134,Smith-Herrera,RU,6021,SWIFT,0,0
5e53abe8-e872-4f50-949b-3f79f9aa65a3,2025-05-18 04:16:08,83435.71,NGN,GB56QHZI03912303093995,"Johnson, Obrien and Carson",NG,1311,GB11BBNV72853371494595,"Mckenzie, Taylor and Todd",CN,7999,SWIFT,0,0
2b55216a-f5d8-4b37-a77d-b82ea6a7c9ff,2025-03-08 03:38:29,19573.18,AED,GB89GNOQ48327637281733,Edwards-Vasquez,AE,5122,GB25HTCO55236145652624,Brooks-Horn,IN,1311,RTGS,0,0
725bc752-0697-4547-a517-c96510c5913b,2025-02-13 07:37:38,46675.16,AED,GB44THOH90279803966743,"Middleton, Bennett and Dixon",AE,6211,GB76KUKV64518143895851,Foster-Hanson,US,1311,RTGS,0,0
68c31027-1cfe-48c1-9d6f-62a279df7b37,2025-06-12 23:37:15,89595.76,USD,GB56RBZR22602818995159,"Garrett, Hall and Foster",US,7999,GB08CLAI20385487204429,"Wilson, Martinez and Wilson",BR,7372,SWIFT,0,0
c31561f4-4bd9-4614-a892-e6a0aab009a9,2025-02-06 01:07:35,58170.58,AED,GB24XYRI03749443910284,"Calhoun, Coffey and Brown",AE,6021,GB19BBDI12163807941904,Bates-Delgado,US,6021,SWIFT,0,0
59f87895-48b0-4e7d-9d63-e98982945819,2025-06-10 11:25:13,93501.25,EUR,GB64WCQM79418217977866,"Miller, Perry and Hughes",DE,0111,GB09YKVP98089876635225,Henderson Group,US,1311,NEFT,0,0
9a8372b8-4649-4b34-97dc-2b1cfd1e4f5d,2025-01-13 11:19:50,26617.34,NGN,GB07FNVF63456466197746,Thomas and Sons,NG,6211,GB70MKAR79962425224757,Montes Ltd,RU,7372,NEFT,0,0
df808eab-fa55-45e7-aea6-e8049a87de50,2025-03-21 14:47:25,49636.8,INR,GB57QKQA57766059801265,Willis LLC,IN,7372,GB48NELG84637744465158,Arnold Group,RU,6021,SEPA,0,0
85182fca-f3d7-4a72-9e76-f92259305ac6,2025-03-15 14:33:47,28982.09,USD,GB66JTDL51261784802132,Austin-Fry,US,0111,GB25BWSI84817600998775,"Jackson, Kelly and Hall",RU,6021,RTGS,0,0
a144a528-1240-4227-98b4-929d5a9fb203,2025-04-03 07:09:16,79398.51,NGN,GB15PTVW96211738293034,Thomas PLC,NG,6021,GB78TUXK26081372696863,Taylor PLC,US,7999,RTGS,0,0
2c8f30c0-33e3-4907-9868-cbe74fd6ae44,2025-03-30 12:17:17,81078.25,BRL,GB92WFJL21776413772607,"Humphrey, Haney and Wang",BR,5122,GB11GBLR25515667343470,"Hensley, Berg and Clark",DE,5122,NEFT,0,0
14699a8c-f727-4239-a2eb-1c1afe065bbf,2025-04-21 19:03:23,82798.51,EUR,GB73JWET73592097277440,"Walker, Russell and Jenkins",DE,7999,GB03ZTUB58836365386266,"Jenkins, Garcia and Lindsey",NG,5122,SWIFT,0,0
74d57917-4b34-4525-85dd-842959dde522,2025-04-20 09:00:09,63324.81,USD,GB71YIQP24984028802356,White-Benton,US,0111,GB93EXTS93098856254322,"Maldonado, Schmidt and Thornton",DE,0111,RTGS,0,0
083514b3-fc2e-4512-adf9-c6992f9bb1f1,2025-03-28 01:05:23,54560.02,GBP,GB07CBOA16304699231611,"Conway, Curtis and Thompson",GB,5122,GB87CFAV47670867287185,"Leon, Branch and Allen",GB,5122,SEPA,0,0
f7403cf0-ce5a-45de-bc27-d4fa5ec7a462,2025-02-23 01:29:44,47720.36,BRL,GB13SAGV07494772354425,Hernandez PLC,BR,1311,GB33ZVUM92691564179995,Smith Group,BR,5122,RTGS,0,0
e894087d-eae4-452a-98e8-71faa38a7e86,2025-06-07 09:05:32,8839.57,GBP,GB13UANM52749804102560,"Graves, Reyes and Wright",GB,6211,GB96UQLJ97188360119231,Novak LLC,BR,6211,RTGS,0,0
18a13832-7a45-4d73-9ec5-cf6110b06365,2025-01-12 18:32:10,58855.63,EUR,GB60NFRR08201540033488,Strong-Lewis,DE,7372,GB60HHUF00310316032963,Mcdonald-Taylor,NG,1311,SEPA,0,0
4b387588-81bc-48b6-adbf-d924437c6162,2025-04-27 17:14:32,17167.09,INR,GB88LJFX49711300817048,Richardson-Castillo,IN,1311,GB89ZIRH36629973064268,"Davidson, Giles and Turner",BR,0111,SEPA,0,0
4660a8f5-ddb7-4b3b-a262-e3e99be5ceb4,2025-07-13 07:28:31,48951.26,AED,GB06VISV86080504182252,"Scott, Garrison and Rubio",AE,7372,GB86UPBT00877864118640,"Barker, Sandoval and Jackson",US,6211,NEFT,0,0
a3442f04-7e58-4e16-9fab-823f1d04d867,2025-06-21 05:26:30,80510.96,EUR,GB54UZHB94032485632545,Garcia-Russell,DE,1311,GB15VWFQ23817938528529,Morgan Group,CN,7372,SWIFT,0,0
3db47d1f-ac54-4aa0-aeb6-4a7d4cc49126,2025-07-29 07:00:20,15980.89,RUB,GB14GSYM05392848682127,"Santiago, Page and Hernandez",RU,0111,GB96DLCF33256162601281,Leonard-Wilson,BR,5122,SWIFT,0,0
c6a818a4-686d-46ff-8cb1-2f1653024fe6,2025-07-25 04:58:31,49755.33,USD,GB03UKCO79587810671059,Mullins Inc,US,6021,GB48ZSUS01766125067039,Fields PLC,AE,7372,SWIFT,0,0
c58ec637-a534-45ee-9345-6bc88bd728e1,2025-02-01 18:21:38,63252.49,RUB,GB14DIJR52232123258038,Henderson Group,RU,1311,GB16ZSII37439002411328,Campbell PLC,US,7999,NEFT,0,0
3b015ea3-cddb-4b7b-9fa9-5003e9234fa1,2025-07-07 01:29:13,5939.14,USD,GB26GKDW46114893053456,Jacobson-Jenkins,US,6211,GB10NRRE61589717902975,"Rodriguez, Salas and Sanchez",US,7372,SWIFT,0,0
49b193b8-eaf5-4b71-902d-aeb4ca6ff238,2025-05-12 13:31:20,59089.2,AED,GB71OIOH51963269892812,"Hicks, Cabrera and Morgan",AE,5122,GB73ORUW97463461239754,"Cain, Gutierrez and Taylor",IN,5122,NEFT,0,0
d98f748a-6092-469e-a0a8-ffa2af8cbb88,2025-07-24 17:02:42,59060.47,GBP,GB86LOBA95266326907737,Walters-Cameron,GB,5122,GB87KZPE00469024189473,Riggs Group,GB,7372,RTGS,0,0
fef23968-f895-43a7-bd4f-45c103154853,2025-06-13 02:51:35,18160.06,GBP,GB97MRYR29995813896815,Estrada Inc,GB,6021,GB26LUST87012773963620,Rivera Ltd,BR,7999,NEFT,0,0
a634588a-4121-4db6-aae8-880327a923ab,2025-02-28 15:55:45,50699.02,AED,GB55KQOC39380981420977,Thompson and Sons,AE,7999,GB12RSTQ67197651818153,Berger and Sons,NG,5122,NEFT,0,0
21b17bcc-d958-4eb0-afb7-dadc6e1b2e76,2025-05-14 11:49:20,65350.7,BRL,GB44RRTU23846038364059,"Thomas, Diaz and Rivera",BR,6021,GB31CBSW59138770251906,Rivera Inc,CN,6211,NEFT,0,0
e963171d-bb2f-455d-9b9e-5c1f191c25d7,2025-06-27 16:10:01,73695.27,CNY,GB57VTET16308606416047,Stewart PLC,CN,5122,GB26GAQU16801685904778,"Dunlap, Wilson and Gonzalez",US,6211,SWIFT,0,0
924e8087-1543-4924-889c-4373ff4fdf92,2025-06-06 09:14:27,20643.35,CNY,GB31OLEF17798724706074,Waters Group,CN,6021,GB02RVID33192231769791,Payne-Snyder,US,7999,SWIFT,0,0
1e7a5d29-c67f-4db9-9d6b-387c44ee1939,2025-07-08 13:19:59,98590.87,GBP,GB59LJHA49733140911089,Gallagher-Smith,GB,6211,GB51XZRX61199549926314,Shelton-Morrison,IN,5122,SWIFT,0,0
48265be3-4064-4123-b2d9-e58ed53b08ad,2025-02-04 17:44:59,30618.06,CNY,GB35NWZD25762267900005,Hurst PLC,CN,1311,GB45UVNG50538148978049,Brown and Sons,CN,6211,RTGS,0,0
93b2688b-dcbd-4ecd-a37e-1373ca4cae75,2025-01-12 09:54:26,81879.79,BRL,GB09ZQUR68598840130181,Benjamin-Charles,BR,0111,GB43GPAK17004306513394,Pugh-Martin,GB,0111,SWIFT,0,0
13a12bba-afd1-427c-9dcf-efbd03f295f3,2025-03-16 20:39:28,16865.94,EUR,GB41YXHE23768484164277,Smith and Sons,DE,1311,GB64ICWJ30457004581933,Turner and Sons,DE,7999,RTGS,0,0
1506ca3f-f804-4d6e-8caa-52cfcc8ecbe6,2025-01-06 16:00:32,19763.08,AED,GB20YEMI13413652256114,"Young, Sanchez and Briggs",AE,6211,GB39TVTY07450826865673,Davila-Nelson,AE,1311,SEPA,0,0
f809265d-8b8c-43da-8827-540b128963d9,2025-03-28 19:26:13,53678.4,AED,GB77JLXB32417586752294,Smith Inc,AE,5122,GB67RBVZ99734525440197,Huynh-Miller,DE,0111,NEFT,0,0
b44c3388-7889-482d-8324-a965075f59e7,2025-01-08 13:23:29,525.13,CNY,GB61JXNI31684900295817,Cunningham and Sons,CN,6211,GB96ENCN91916252160974,Smith-Holland,BR,6211,SWIFT,0,0
045f57f1-2b55-4861-b90f-448d28f63129,2025-02-28 20:04:26,72269.0,EUR,GB89NFSV52391029726432,Torres-Smith,DE,6021,GB81WZBV36708722971014,"Young, Wood and Thompson",RU,7999,SEPA,0,0
8deaad0e-dd57-4611-ab95-3a3d581f9978,2025-05-24 15:18:02,35352.15,CNY,GB43LULI44084539056029,"Miller, Young and Morrison",CN,7999,GB53PXSR88332633624664,"Gregory, Shaw and Gordon",RU,1311,SEPA,0,0
e7d8f5a9-ab4a-42dd-ad99-b5bd96889224,2025-05-08 16:48:26,75555.8,GBP,GB32XAXG25223370010623,"Levine, Tucker and Martinez",GB,7372,GB27MNVD49156501162316,Castillo-Graham,IN,6021,SWIFT,0,0
2caf73ce-3549-4721-a482-4f7ff0fb0e07,2025-04-22 17:13:22,71911.2,AED,GB73ISIX00686292245535,Anderson PLC,AE,7372,GB61BUPO42894139893411,Rogers-Myers,DE,6211,SWIFT,0,0
e40a90c3-c58d-45b1-b1a8-49bc4f647d58,2025-07-28 02:26:16,95077.84,NGN,GB58LEFO12281962607101,Adams-Carroll,NG,7372,GB93XHKL81404073590799,Jones Group,AE,6211,RTGS,0,0
8adc34a8-9448-48ff-9a21-3ad3416d6372,2025-06-01 02:02:51,51050.35,RUB,GB88JIYO49243579008027,Alvarez PLC,RU,1311,GB89YBTT54597481880642,Lane-Lee,BR,5122,SEPA,0,0
7db5bd06-80f1-422b-9aae-848c19fe3860,2025-01-31 17:53:47,36008.52,INR,GB63QUPG07943519842273,"Walker, Wood and Pennington",IN,6021,GB42HZHD41316958123783,Carey-Lee,BR,7372,RTGS,0,0
03209587-a1fa-4b7e-98d9-82e262f4694b,2025-05-27 08:53:59,79865.34,AED,GB60TSNQ04749445423533,Rivera Ltd,AE,1311,GB89BAKH73579293599476,Sampson LLC,IN,6021,NEFT,0,0
97cf6323-55a2-4ef7-82f1-05f04852b40b,2025-06-09 00:52:18,60891.03,GBP,GB23GZRV88235763362257,"Nielsen, Grant and Jacobson",GB,0111,GB90CHML93164643097686,Barajas and Sons,AE,7999,SWIFT,0,0
4b065e06-9b72-480d-bffd-8079f33caf39,2025-03-23 22:10:42,83417.74,CNY,GB86HUWJ89085818734762,"White, Cox and Rivera",CN,1311,GB56HGVA37328916351352,"Chang, Cameron and Burns",AE,5122,SWIFT,0,0
376ceda5-49a9-48e1-bf52-0ea2c8c08bb0,2025-05-20 02:58:08,94481.96,GBP,GB41GQGN17974745781869,Hogan PLC,GB,7999,GB12IGJN48702621128672,Miller LLC,AE,1311,RTGS,0,0
eb478c64-9956-4a95-b8a0-bfb256934f54,2025-05-05 12:07:44,95935.62,USD,GB38SLTT71039948160479,Chan PLC,US,1311,GB37COMJ96364267500480,Ward Group,US,5122,SWIFT,0,0
47b419c0-0cbe-4003-b299-f95cfa60182b,2025-01-27 15:29:27,35911.26,USD,GB45NBUZ47129528224834,Powers-Ibarra,US,7372,GB90XUAC11778720269713,Leon-Snyder,IN,6021,NEFT,0,0
b7de3de9-aa4d-4ddc-a462-8329fe0037f1,2025-03-28 03:59:01,71973.43,INR,GB83QGSU93337196414460,Castro-Ward,IN,0111,GB15DBBN70147109022323,"Lee, Sanchez and Miller",RU,5122,SWIFT,0,0
15c9cf17-8f4c-441a-b16f-387ed8c9ccc9,2025-07-10 19:00:44,31906.74,GBP,GB67MDYA36115000409084,"Cook, Thomas and Adams",GB,7999,GB25DGLC67188955944198,Vance-Wells,DE,1311,SEPA,0,0
b4812706-978d-4d05-9ff1-aa9f65bc64a1,2025-03-01 02:06:48,32879.11,CNY,GB35QPYU39875355771887,Huffman Inc,CN,1311,GB68NHMO86057909533433,Rodgers-Sanders,CN,6211,SEPA,0,0
1d52659b-af93-4328-9682-32657288ed0c,2025-08-11 06:55:24,43671.8,AED,GB76AVSU78057921067263,Edwards Ltd,AE,7372,GB09YUCV66328127259534,Fowler and Sons,BR,5122,RTGS,0,0
c32a51ee-79e3-4ef3-8e33-aff33943dcde,2025-03-02 05:59:32,19329.62,CNY,GB43YYBI66267742078722,Hammond-Snyder,CN,5122,GB34VHGQ83264724837772,Burnett-Chambers,IN,7372,RTGS,0,0
740312a7-5fd0-4184-8298-bf4963763a69,2025-01-02 22:47:42,28531.6,GBP,GB42MVCG39293603536651,Joseph-Johnson,GB,0111,GB82FIHQ14895673330963,Sanchez and Sons,BR,1311,SWIFT,0,0
064abb84-9bfa-474f-bccf-2d31e8772f07,2025-07-28 11:18:01,3942.24,AED,GB50XRDK62008584987838,Erickson Inc,AE,6021,GB31EUEA95806218539315,"Moreno, Hancock and Abbott",RU,5122,NEFT,0,0
ed63bd00-a57a-4bce-a8bb-93a19840e153,2025-03-04 13:36:22,15487.35,AED,GB09WVYJ04467166505862,Mcgee PLC,AE,6211,GB89DPKL79523468818053,Lewis Inc,GB,0111,RTGS,0,0
04329e89-747b-4ac3-95a2-58bb56f35aaf,2025-01-11 17:31:41,44724.93,BRL,GB83UTTU57942643787958,Dougherty and Sons,BR,0111,GB69WRVD44129743176254,"Myers, Johnson and Thompson",US,6021,NEFT,0,0
91b9c43d-ac53-4437-810f-f6759343fd77,2025-06-10 15:47:18,3902.53,BRL,GB96IZGG15892635634356,Gonzalez Group,BR,1311,GB28PQSG26713972027156,Kim-Reed,GB,6021,SEPA,0,0
caf5b00b-19fa-4808-b0ff-12c8faf6c281,2025-01-11 08:38:25,43174.99,USD,GB56WFAU13555617828510,Bell-Smith,US,6021,GB90RTGM62563606584763,"Banks, Jackson and Alvarez",DE,7999,SWIFT,0,0
afa2ee7f-6c4d-4b89-9fd1-7de8162d51e2,2025-06-06 16:20:44,72173.72,EUR,GB48TIFC41287723619439,"Davis, Ward and Miranda",DE,6021,GB95LGKC44122479757387,Morales PLC,GB,5122,RTGS,0,0
d63e49f7-8607-4361-b0e5-c2cce2399ba1,2025-05-18 10:19:23,4891.99,EUR,GB66RSHO06538149751940,Lewis-Rice,DE,7372,GB08RVOZ68559359718451,"Harris, Allen and Hill",CN,5122,SWIFT,0,0
0aa76bc2-6724-4661-af49-f73153fa89d1,2025-05-25 21:21:48,93082.19,GBP,GB09YWIY37296166650735,"Barnes, Hill and Duran",GB,6211,GB86EABV01059016757769,Ortega Ltd,CN,5122,SWIFT,0,0
69906114-7479-4b75-a35d-42282d1795f1,2025-02-12 22:13:17,3630.08,INR,GB36ZSDA56862163143412,Flores-Hampton,IN,7999,GB68LNYP01014137827106,"Torres, Brown and Petty",RU,6021,SEPA,0,0
f3132891-fe55-4fb6-9937-20239b363ec2,2025-03-12 19:11:55,73766.94,CNY,GB87LTRF59313889852218,Nixon and Sons,CN,1311,GB37XDXS12637024273266,"Barnes, Hodges and Campbell",GB,6021,RTGS,0,0
897f6868-d7fe-4a9e-9b47-c05be445293e,2025-04-02 22:58:42,26839.43,NGN,GB46MBLL15695081190059,Wells-Bradford,NG,7999,GB59MRGE20385092632374,Smith-Lynch,RU,6021,RTGS,0,0
330a3064-7b2a-437b-8e29-c0a412e62921,2025-04-28 00:53:59,79511.71,GBP,GB78DGZZ96961215276424,"Jones, Hall and Thompson",GB,7372,GB64EZHT16437831904367,"Foster, Washington and Paul",US,5122,NEFT,0,0
cb46ddeb-aa74-4d4c-875b-7dfdffa3453a,2025-03-26 21:36:18,82726.03,BRL,GB63EETJ90087049632326,"Stanley, Williams and Ramirez",BR,1311,GB19MFDP30712663573847,Smith Group,RU,7999,NEFT,0,0
30f54352-7a21-4971-8654-e5faef74defd,2025-03-18 07:04:35,5571.92,AED,GB73MHPC79671438577952,Washington-Gray,AE,6021,GB51AYHH67691058695016,Clark Group,IN,6021,SWIFT,0,0
cfabba89-c2f3-47f3-bf9f-da1dc308c40b,2025-05-24 10:46:16,2918.93,GBP,GB60RGUY34004740638895,Wallace and Sons,GB,6021,GB50INOD31176894366413,Cobb-Bailey,BR,0111,SWIFT,0,0
50023aa5-e302-49e7-bf3b-50e504077e52,2025-04-14 15:23:42,3191.58,USD,GB35KAML09996549977228,Carter Inc,US,7999,GB21TNUA65816664732110,Sullivan LLC,AE,5122,NEFT,0,0
174ae953-c8f0-4fb9-8873-5116e0a9a4ad,2025-01-19 14:01:47,64107.21,GBP,GB73DRUI86752881372488,"Carpenter, Hopkins and Mcgee",GB,6211,GB64HCDZ62398201870363,Austin Group,BR,7999,SEPA,0,0
eae9bd7e-f0cb-47a0-8099-f5414c0d730f,2025-01-21 10:46:33,52971.59,INR,GB42WWIA71719277899909,Clark Inc,IN,7372,GB07OIJP00959060635817,Jackson PLC,CN,1311,NEFT,0,0
