transaction_id,timestamp,originator_account,originator_company,originator_SIC,originator_country,beneficiary_account,beneficiary_company,beneficiary_SIC,beneficiary_country,currency,amount,transaction_description,label
T00335,2025-04-23 00:21:13,GB41PHMQ09829369384326,Ramos-Richardson,6211,IN,GB49IYUB96956034490750,"Gomez, Henry and Sherman",6021,UK,INR,130870.39,Insurance Premium,1
T00336,2025-03-09 17:55:01,GB67JVOR50585566587985,Bowen-Glenn,6021,BR,GB86HYAJ50152691041538,"Wade, Mills and Rush",7372,ZA,BRL,127828.41,Salary Payment,1
T00337,2025-01-10 20:10:14,GB36XWUR47045378972456,Oliver-Garza,5411,BR,GB73LGHX68963195945123,Adams-Beck,7311,ZA,BRL,128477.63,Retail Shopping,1
T00338,2025-03-14 23:31:07,GB82DNTD94486399519797,Baker-Lee,6211,US,GB20JAKI55323052541599,Wheeler PLC,5812,DE,USD,142035.29,Salary Payment,1
T00339,2025-01-12 06:41:18,GB48RPIG17434290227690,Mayo Group,4813,CN,GB19OEVZ32611293641534,"Johnson, Fox and Powell",7311,DE,CNY,64485.13,Donation,1
T00340,2025-03-23 01:16:23,GB70VXMH97643070963552,"Hoffman, Johnson and Cummings",6211,IN,GB22GROK63709618991744,"Reid, Garcia and Cruz",4813,CN,INR,103345.76,Travel Booking,1
T00341,2025-03-06 07:03:12,GB11MVJH45058085748324,Harrison-Smith,7311,UK,GB39LBXW70655034318305,"Silva, Ortiz and Patterson",7311,DE,GBP,103101.52,Retail Shopping,1
T00342,2025-02-21 01:59:09,GB93WAIX21686383974695,"Phillips, White and Miller",6021,SG,GB50QLSK77182047927013,"Reynolds, Valdez and Hammond",7311,ZA,SGD,6977.72,Loan Repayment,0
T00343,2025-08-22 18:59:08,GB39VQOH65613973067908,"Davidson, Gates and Cross",6211,AE,GB16NZJS09553867190382,Walker and Sons,7311,SG,AED,199368.76,Retail Shopping,1
T00344,2025-04-04 05:29:25,GB82FZYT50550506515433,Horne PLC,7311,DE,GB96TUKA79426025510989,Hansen-Dyer,6211,SG,EUR,22811.9,Utility Bill Payment,0
T00345,2025-05-18 20:36:04,GB07LVTH40755433991843,"Shields, Jones and Little",5411,ZA,GB33ETAS16215530418579,Carter Group,8221,RU,ZAR,172984.64,Credit Card Payment,1
T00346,2025-02-25 16:33:39,GB32YLRK84357779528465,Grant Ltd,6211,RU,GB86HQDB86840524280019,Sellers and Sons,8221,CN,RUB,49534.26,Paying Rent,1
T00347,2025-05-27 19:32:46,GB96AZUY03160123124671,Smith LLC,6211,RU,GB17QFED37956784012553,Hunt LLC,8221,AE,RUB,196859.04,Utility Bill Payment,1
T00348,2025-05-04 09:50:13,GB67MSOL53709762838653,"Hubbard, Mitchell and Larson",6021,IN,GB16QVTT10367328778123,Howard-Mcguire,5812,IN,INR,8293.0,Donation,0
T00349,2025-05-25 03:57:46,GB83KNCK23105990670169,"Stewart, Harris and Orr",8221,US,GB24NFGU18276513137874,Myers LLC,6021,UK,USD,78366.49,Travel Booking,0
T00350,2025-07-22 17:38:48,GB06YYHG91696105281566,Steele Inc,4813,UK,GB68KXRG01324560672155,Brooks Ltd,6211,IN,GBP,174637.35,Paying Rent,1
T00351,2025-04-29 01:48:59,GB22SIOC61022811588293,Wilson-Schmitt,4813,AE,GB67FOQS95153815549527,"Smith, Price and Williams",4813,ZA,AED,11800.92,Credit Card Payment,1
T00352,2025-04-27 11:11:47,GB93OUSM15932289677615,Mccormick-Durham,7311,UK,GB28SXKS72327369023985,"Bond, Anderson and Nunez",6021,RU,GBP,121614.45,Utility Bill Payment,1
T00353,2025-05-20 20:50:00,GB82AEQR34025095196391,"Myers, Walters and Owens",7311,IN,GB63TSLC43624888100598,Bishop-Jones,6021,US,INR,95824.48,Insurance Premium,0
T00354,2025-04-24 10:01:32,GB36BOWO07948008259152,Mendoza Group,7372,DE,GB27QRZE35465469965382,"Thomas, Robertson and Mann",7311,CN,EUR,50265.45,Travel Booking,1
T00355,2025-02-09 03:28:54,GB75FLSW19460318589754,Thompson LLC,7311,SG,GB07NFWT96727021565657,Webb Inc,7311,BR,SGD,196665.78,Loan Repayment,1
T00356,2025-02-05 23:09:35,GB34GKGX84976215763403,Gill-Andrews,7372,SG,GB14SXXQ85129147491513,Hawkins-Jones,6021,CN,SGD,43295.7,Paying Rent,1
T00357,2025-06-28 17:47:51,GB89UAYY94774432195335,"Wheeler, Sandoval and Adkins",7372,UK,GB94BVNE34197150237601,"Campbell, Short and Nichols",5812,AE,GBP,75669.08,Loan Repayment,1
T00358,2025-03-25 10:11:17,GB66AEQH41205121930050,Peck-Harris,7311,DE,GB39BTSL28397221676550,Cervantes Ltd,7311,BR,EUR,132924.27,Retail Shopping,1
T00359,2025-04-23 23:08:01,GB23WLVB94226046835502,Hill Ltd,8221,BR,GB66FPVB24790273086599,Santana-Harrington,8221,US,BRL,128881.68,Credit Card Payment,1
T00360,2025-03-01 11:50:29,GB35TVZM59602721351341,Carpenter and Sons,5411,DE,GB03GDHR01062057664652,Castillo and Sons,5411,DE,EUR,168652.15,Loan Repayment,1
T00361,2025-08-09 19:04:50,GB49VEDG96093767893413,Brown Group,6021,SG,GB30IFTY27642183345850,Carter LLC,4813,US,SGD,142600.12,Paying Rent,1
T00362,2025-04-04 01:57:55,GB08HBHB08370218106467,"Johnson, Jennings and Kim",5411,CN,GB64MVIW25996797311819,Mendez-Hicks,7372,SG,CNY,12177.41,Credit Card Payment,1
T00363,2025-03-29 10:23:14,GB78ZHFW74738889043221,"Walker, Lowery and Francis",7372,US,GB98VQZG09098636498273,Clark-Perez,4813,AE,USD,135233.34,Subscription Service,1
T00364,2025-04-08 09:04:40,GB40NLTX45955200735179,"Davis, Johnson and Sherman",7372,US,GB42QKFS08229546370091,Harris Ltd,5411,IN,USD,38204.34,Travel Booking,0
T00365,2025-03-26 06:52:09,GB07ZITE92359570027653,Norman Inc,4813,CN,GB02RUDV15708203433539,"Richard, Smith and Hughes",5411,IN,CNY,166775.03,Travel Booking,1
T00366,2025-03-17 04:56:42,GB39FZQF60767599332844,Walton LLC,5411,UK,GB74IWYK59473214571744,"Davila, Carter and Hart",5411,IN,GBP,177581.22,Donation,1
T00367,2025-08-05 08:19:28,GB90LUQX26583112917594,Keller Ltd,5411,ZA,GB81VUTK39632230500747,Perez and Sons,7311,UK,ZAR,144035.98,Utility Bill Payment,1
T00368,2025-02-10 03:24:49,GB66GTVH22923838711516,Terry-Stanley,5812,UK,GB48SOEA69135044102897,Christensen-Williams,5411,UK,GBP,116366.87,Paying Rent,1
T00369,2025-03-05 11:35:18,GB66PFOB29784848406660,Hall-Young,5812,RU,GB04NMOM58939081644096,Gomez Inc,5812,CN,RUB,49459.71,Utility Bill Payment,1
T00370,2025-03-29 13:26:35,GB74ZXQW82079773345394,"Carr, Wilson and Green",4813,BR,GB23ZFMP62541795062892,Martinez-Ruiz,4813,IN,BRL,115971.93,Paying Rent,1
T00371,2025-01-06 21:49:07,GB71UYUN78780968363808,"Woods, Alvarado and Rowland",5411,DE,GB31WJZJ94597721640677,Fowler Ltd,5411,US,EUR,25985.11,Insurance Premium,0
T00372,2025-05-27 23:21:19,GB08CLWB61741378348686,Mcdonald Ltd,6021,SG,GB43KBVK70853069201682,Green Ltd,6021,IN,SGD,1512.19,Donation,0
T00373,2025-02-03 19:21:09,GB93SWDK16951749570587,Rice Inc,6021,IN,GB06CYYN39598365211304,"Lawrence, Cruz and Duncan",7372,RU,INR,104145.48,EMI Payment,1
T00374,2025-05-22 23:47:44,GB50MPEW83939962072599,"Green, James and Foster",5411,UK,GB17IBDM51279383851420,Horton-Jones,5411,CN,GBP,21856.77,Paying Rent,1
T00375,2025-07-22 23:58:47,GB08UDIR99657007012787,"Scott, Villarreal and Richardson",7311,IN,GB04CJFV96590477124989,"Jenkins, Rose and Ross",7311,BR,INR,136959.2,EMI Payment,1
T00376,2025-06-28 13:27:46,GB60DQCV34077335800269,"Davis, Byrd and Marshall",5411,RU,GB24XUIO73971367925358,"Weber, Davis and Moss",7372,IN,RUB,9461.59,Retail Shopping,1
T00377,2025-06-07 12:28:32,GB89PMSE04975774051994,Simpson LLC,6211,RU,GB18QALY98029612826656,Valencia Inc,8221,IN,RUB,125372.06,EMI Payment,1
T00378,2025-04-05 11:27:01,GB04FWIZ20344696332875,Green Group,7372,SG,GB71UNJI68867405504868,"Barnett, Boyd and Bowen",6021,UK,SGD,51086.43,Salary Payment,0
T00379,2025-07-28 15:57:57,GB43YRDU52759920214600,Murphy Inc,7372,RU,GB48QOEL77364387960244,Taylor LLC,4813,IN,RUB,170736.18,Donation,1
T00380,2025-03-30 07:07:06,GB89BQGP07727360389083,Prince Ltd,8221,SG,GB19EAPA18938021712053,Weber-Hoffman,7372,CN,SGD,165850.88,Salary Payment,1
T00381,2025-04-08 03:19:36,GB94OWON88263134758416,Pittman Group,7372,ZA,GB38RTOS84994109680617,Wilcox Group,4813,RU,ZAR,126990.39,Credit Card Payment,1
T00382,2025-04-02 02:05:49,GB76RUES27115556079070,Nicholson and Sons,5411,RU,GB51NEIA22631027895865,Freeman PLC,4813,DE,RUB,25441.91,Loan Repayment,1
T00383,2025-02-22 11:39:44,GB46PXVJ33609172573965,Bryant and Sons,7311,DE,GB15ZWPV26333443420835,Hurst-Morgan,4813,SG,EUR,19342.91,Loan Repayment,0
T00384,2025-08-21 13:23:51,GB05ESVV84317087129088,Smith Group,8221,DE,GB66RWYG89675517684971,Williams-Cisneros,8221,RU,EUR,107505.04,Loan Repayment,1
T00385,2025-08-05 09:11:23,GB73YCUM45332007200546,"Harris, Montgomery and Richardson",6021,AE,GB98ICWU27338731815080,"Bartlett, Lopez and Turner",6211,CN,AED,94521.47,Subscription Service,1
T00386,2025-02-22 01:15:37,GB15MQFE87422435031725,Castillo and Sons,4813,US,GB14UMLH80434829045702,"Kim, Hood and Mason",5812,CN,USD,146647.89,Paying Rent,1
T00387,2025-08-10 18:22:06,GB16CNUL40195259718433,"White, Garrison and Santiago",8221,UK,GB85UJEN35088708833238,"Garcia, Clark and Trevino",6021,SG,GBP,115600.72,Donation,1
T00388,2025-07-21 14:21:07,GB29VKCM72276173046131,"Riley, Whitaker and Knight",7311,ZA,GB81ARXB91555830699703,Lewis-Hall,5812,IN,ZAR,6463.99,Retail Shopping,0
T00389,2025-01-07 20:43:54,GB85BOGH95774523934198,Wallace-Lamb,7372,AE,GB72DRHV88832474252558,"Campos, Martin and Mcdowell",6021,BR,AED,36461.86,Paying Rent,1
T00390,2025-04-27 10:14:20,GB67QNPG11221822425498,Campbell-Ellis,6211,AE,GB51LNDZ74868833564276,Castaneda-Andrews,5411,SG,AED,19629.57,Loan Repayment,1
T00391,2025-08-14 11:59:40,GB69IJWY60537681037327,Johnson-Cook,7311,UK,GB70UHVD14998646602022,Black PLC,6021,DE,GBP,194392.92,Utility Bill Payment,1
T00392,2025-01-17 16:05:07,GB96DVBB92898073405242,Williams PLC,5411,ZA,GB88TOVJ56679456343591,"Nelson, Robinson and Bailey",7372,ZA,ZAR,130407.2,Retail Shopping,1
T00393,2025-06-03 06:21:34,GB97RZBD21615092771904,Pace-Williams,8221,RU,GB09REFD50329719879071,"Johnston, Parks and Park",7372,DE,RUB,66158.23,Insurance Premium,1
T00394,2025-04-03 19:12:02,GB13LCIN59501945311271,Miller-Santos,6211,US,GB26JRUF72624502093169,Vazquez-Rodriguez,7372,UK,USD,118971.02,Insurance Premium,1
T00395,2025-03-18 06:11:01,GB05GAEF61369628121489,Powers-Suarez,8221,DE,GB78OPDK38186870187082,"Johnson, Henderson and Lewis",6021,DE,EUR,169138.37,EMI Payment,1
T00396,2025-07-20 21:59:16,GB51UGEY29190520884524,Watson PLC,5812,ZA,GB35SALL62393344246209,"Peterson, Peterson and Smith",7311,CN,ZAR,183025.45,Insurance Premium,1
T00397,2025-03-11 16:17:49,GB58MBBS31797120650274,Golden and Sons,4813,BR,GB06PPAV31329594830272,Brennan and Sons,5812,DE,BRL,100784.67,Subscription Service,1
T00398,2025-04-02 17:06:03,GB05OQXM20939307043794,Stout LLC,5411,IN,GB13UZPN86840173523584,Paul PLC,5812,SG,INR,136558.3,Utility Bill Payment,1
T00399,2025-07-28 07:53:17,GB64DXWC11549647655642,Gonzales-Mills,8221,US,GB43FFMN97116624031460,Scott-Rodriguez,8221,ZA,USD,164500.82,Donation,1
T00400,2025-07-31 03:24:54,GB74AMEK11187013938396,Callahan-Campbell,4813,BR,GB59KFFZ03728363028140,Berger-Clark,5812,RU,BRL,139531.17,Retail Shopping,1
T00401,2025-05-22 12:57:41,GB15OLQK80374446397332,Espinoza-Hernandez,7372,ZA,GB84IYLE09404177147966,Williams Group,6021,CN,ZAR,51354.8,Salary Payment,1
T00402,2025-03-30 20:49:51,GB46OISL72470474294498,"Jackson, Wolfe and Thomas",6211,DE,GB38NICP05009298705719,Fitzgerald Group,7372,IN,EUR,194491.44,Travel Booking,1
T00403,2025-02-19 07:35:50,GB86JVMI73601614627255,Frazier and Sons,5812,SG,GB09ISYM60497954096806,Murphy PLC,8221,BR,SGD,145255.71,EMI Payment,1
T00404,2025-04-18 15:13:32,GB88LHNQ79538939310306,"Michael, White and Carter",6211,RU,GB28WTHF78739315037100,Hernandez-Riley,8221,DE,RUB,124951.36,Retail Shopping,1
T00405,2025-02-12 13:36:34,GB67VYFP26797882240741,Vincent-Gardner,6021,SG,GB07FEAK25103292408207,Anderson-Robertson,8221,AE,SGD,5664.95,Credit Card Payment,1
T00406,2025-05-23 13:39:20,GB26NCUZ14851039776731,Bryant-Daniels,5812,BR,GB92MOKZ22484642268020,Santos Inc,7372,US,BRL,115791.4,Subscription Service,1
T00407,2025-06-26 20:45:47,GB32JVTN17466182983075,"Brown, Rivas and Guerra",7372,ZA,GB85PGXN57273675437126,May and Sons,5411,US,ZAR,17299.16,Credit Card Payment,0
T00408,2025-02-25 01:57:38,GB93NFDX59940932866341,"Smith, Cardenas and Hardy",4813,CN,GB24CGSY02987267811831,Gentry-Mitchell,4813,SG,CNY,63769.7,EMI Payment,1
T00409,2025-02-19 02:02:10,GB88MBVY54098925385799,Mcdonald PLC,8221,DE,GB25FMVD23863278574781,Hughes Ltd,4813,IN,EUR,186971.72,Paying Rent,1
T00410,2025-05-25 15:56:58,GB54SQYM83640513631929,Robinson Ltd,7311,IN,GB12GSCZ21041319050401,Hughes LLC,5411,SG,INR,196667.59,Donation,1
T00411,2025-07-26 18:06:50,GB34PZCR68357533166077,Reese-Daniels,5812,IN,GB89BZSE52459425772595,Miller-Evans,6021,US,INR,47845.19,Credit Card Payment,0
T00412,2025-01-12 16:59:51,GB80PJYM44881964015780,Durham Group,7311,DE,GB74OZZI10725091736484,"Shaw, Sullivan and Anderson",7311,BR,EUR,179223.26,Donation,1
T00413,2025-08-17 23:38:27,GB62WPLC36991803523548,King PLC,4813,DE,GB23MXKJ56894914198989,Jenkins-Jones,5411,DE,EUR,59940.9,Utility Bill Payment,0
T00414,2025-06-06 20:44:37,GB45XLDL42475851355901,Collins-Reilly,8221,DE,GB20KNRO99887968819138,"Valdez, Nichols and Cline",5411,AE,EUR,120116.54,Travel Booking,1
T00415,2025-06-18 17:57:03,GB07HMMV65111215015210,"Fuller, Baker and Jackson",6211,DE,GB20MNCF86934505512143,"Brown, Pacheco and Sharp",4813,CN,EUR,41342.0,EMI Payment,1
T00416,2025-08-14 09:29:19,GB35FUTU07672944705596,Franco-Burgess,6021,UK,GB94AQOS79793582336706,Johnson Group,7372,DE,GBP,159691.85,Utility Bill Payment,1
T00417,2025-01-03 21:18:38,GB15LIWQ69193677065079,"Espinoza, Jimenez and Perez",6021,IN,GB80ZHSK78290625190499,"Walton, Lowe and Ingram",6021,AE,INR,186490.85,Insurance Premium,1
T00418,2025-01-08 04:38:34,GB86DWEP58276720740166,Arnold and Sons,4813,DE,GB32YQMB35119350141495,Chen LLC,6211,IN,EUR,99807.9,Insurance Premium,0
T00419,2025-06-08 04:06:38,GB40YJZS17748298673406,White Group,6021,SG,GB48EECH21112537540633,Burnett-Potter,5812,BR,SGD,46300.9,Insurance Premium,0
T00420,2025-06-21 22:37:19,GB57IIET01684885504429,Thompson and Sons,6211,UK,GB78XWDH33868654448700,Ingram Inc,7372,CN,GBP,101915.53,Credit Card Payment,1
T00421,2025-01-10 14:33:29,GB77XBWZ75520909194543,Lewis and Sons,5812,CN,GB46ZTNV08162060634051,"Ross, Wright and Lopez",5411,US,CNY,89248.3,Travel Booking,1
T00422,2025-08-05 01:45:44,GB67NTSE13430474305752,Hatfield and Sons,5411,ZA,GB53RPFG19119800317067,"Francis, Peters and Wright",8221,AE,ZAR,131045.97,Donation,1
T00423,2025-07-10 09:47:49,GB15TGLN60131277947410,"Butler, Bush and Sanders",6021,US,GB82JYRH00073076382504,Jones LLC,8221,CN,USD,142113.06,Subscription Service,1
T00424,2025-08-03 09:04:26,GB91ZYQE61379439390926,"Fernandez, Shah and Hernandez",7311,BR,GB47RWKN12285502110170,Henderson Inc,5812,UK,BRL,178003.87,Utility Bill Payment,1
T00425,2025-04-06 22:29:32,GB41UDVY39000676195316,Brown-Vance,4813,BR,GB52JFVS08938143982882,Bailey-Lee,4813,CN,BRL,170095.77,Salary Payment,1
T00426,2025-07-21 13:29:14,GB19IADF28015302362764,"Graham, Hudson and Day",4813,RU,GB42KEIF68389402046235,Wilson-Perez,5411,IN,RUB,75867.0,Donation,1
T00427,2025-01-13 13:44:35,GB33NMSC49033438578850,French Ltd,7372,RU,GB58NAHM08304941202982,Camacho PLC,5812,AE,RUB,10140.4,Subscription Service,1
T00428,2025-08-21 07:40:55,GB15SIJO61926805963076,"Sawyer, Gregory and Hernandez",5812,DE,GB65MSOO76820230230953,Stuart Inc,8221,ZA,EUR,117746.98,Travel Booking,1
T00429,2025-05-16 01:29:21,GB64WPKO20147519978172,"Douglas, Dean and Williams",7372,DE,GB86DGTB55174106654413,"Edwards, Vaughn and Dominguez",7372,IN,EUR,116323.69,Loan Repayment,1
T00430,2025-03-19 06:50:03,GB92RUDW71039743346246,"Smith, Gilmore and Davis",8221,SG,GB75LNEE73882020476131,Fernandez PLC,7372,RU,SGD,168133.98,Utility Bill Payment,1
T00431,2025-04-16 14:34:38,GB73RFSV33972817958724,"Rubio, Hamilton and Davis",4813,CN,GB85QVYE15858359437545,Mccall-Mercado,4813,US,CNY,73379.8,Loan Repayment,1
T00432,2025-03-31 06:17:40,GB78RWNU37671231019742,"Taylor, Johnson and Ferrell",5812,BR,GB64OJPZ05071499437713,Scott-Stewart,8221,ZA,BRL,40621.49,Paying Rent,0
T00433,2025-06-29 21:21:32,GB03TKQC08129602756457,Berg Inc,4813,ZA,GB02LYTP20090248685003,Taylor Ltd,4813,IN,ZAR,177249.11,Salary Payment,1
T00434,2025-07-07 02:48:30,GB87ZISY34063698482863,Berger Ltd,5812,AE,GB08GOSS84757394260182,Stark-Collins,4813,RU,AED,120707.19,Credit Card Payment,1
T00435,2025-03-22 14:12:47,GB31KRNQ51403427125950,Kaiser Inc,7372,SG,GB14FAWJ16505953810039,"Fitzpatrick, Shelton and Rowe",6021,SG,SGD,107640.81,Paying Rent,1
T00436,2025-04-11 09:09:41,GB07KTQJ17560788634573,"Trujillo, Morris and Bass",4813,SG,GB77WUAU93528465075681,Schultz Ltd,7372,SG,SGD,26028.49,Travel Booking,0
T00437,2025-05-16 23:16:39,GB05FWDJ82200659829861,Holland-Hernandez,5411,CN,GB71CCGQ67599570603974,Perkins Inc,5411,RU,CNY,14609.82,Utility Bill Payment,1
T00438,2025-06-04 05:31:39,GB18KTYH68915402364298,"Gonzalez, Williams and Lyons",6021,DE,GB18VTGZ75411033140146,"Stewart, Duncan and Duran",6211,SG,EUR,164700.17,Paying Rent,1
T00439,2025-02-04 03:25:25,GB62LXGY40594507797049,Morgan-Watkins,4813,ZA,GB60XYIM37146172708539,Simmons Group,5411,US,ZAR,82055.37,Paying Rent,0
T00440,2025-01-08 00:07:36,GB46VEWI48005960364878,"Sanchez, Crosby and Figueroa",5812,US,GB30GEHZ45963110195410,Elliott-Gonzalez,6021,IN,USD,111269.77,Loan Repayment,1
T00441,2025-01-22 23:56:49,GB46NOXQ10570737290135,Anderson and Sons,8221,UK,GB34UBDB98574657765956,Snyder-Hill,8221,CN,GBP,128813.51,Donation,1
T00442,2025-04-11 07:50:13,GB58XNQT54026528861385,"Hurst, Scott and Mcdowell",8221,SG,GB06XRBR50735009496342,Anderson-Campbell,6211,IN,SGD,21741.88,Subscription Service,0
T00443,2025-06-11 18:50:03,GB37TLSK44044119147569,Norris Inc,5812,AE,GB43WRNO91597312888198,Cooke-Vaughan,6211,DE,AED,35588.29,Retail Shopping,1
T00444,2025-06-11 16:43:12,GB88TNEX23732427053332,White PLC,6211,BR,GB55EWTN30206976379638,Maxwell and Sons,8221,US,BRL,21869.01,Insurance Premium,0
T00445,2025-02-14 17:16:06,GB53OORY49857436588070,Kidd Ltd,4813,ZA,GB72MQED58208409868234,Chavez Group,5411,AE,ZAR,80602.85,Retail Shopping,1
T00446,2025-01-07 16:56:04,GB97LMHG00045208673284,"Anderson, Brown and Morris",6211,US,GB07GBWH59354123797576,Hughes PLC,5411,UK,USD,8468.49,Travel Booking,0
T00447,2025-04-27 05:20:38,GB72MEYG36196435476150,Villarreal LLC,7372,AE,GB67ORWQ34311135054737,Simpson Group,4813,US,AED,199954.97,EMI Payment,1
T00448,2025-07-04 12:30:05,GB74FMCT42626728497019,"Randall, Hernandez and Hall",5812,SG,GB86HODG49660301697443,"Gibson, Pacheco and Guerrero",8221,CN,SGD,167769.61,Retail Shopping,1
T00449,2025-03-26 12:10:36,GB77ELGC25436896962468,Rodriguez-Hamilton,6211,AE,GB74OYEV46424655192139,Krause and Sons,5411,DE,AED,102588.05,Donation,1
T00450,2025-06-20 04:33:51,GB41ITQU07521759860494,Ramirez-Marsh,8221,IN,GB33LSGN41488867995939,"Martin, Harris and Figueroa",7311,DE,INR,188253.83,Paying Rent,1
T00451,2025-04-12 18:43:56,GB25YLWQ72709715872955,Green Inc,4813,AE,GB35JQUN09336841969752,Gonzalez-Bradley,5812,BR,AED,58395.12,EMI Payment,1
T00452,2025-05-14 07:01:04,GB71SKYR94413710678167,"Matthews, Key and Dalton",7311,ZA,GB31DNVK95122309189462,"Davidson, Gray and Graves",6021,IN,ZAR,66065.45,Credit Card Payment,0
T00453,2025-01-21 04:52:00,GB12UIXP83722444901307,Ortiz Group,7311,RU,GB06JCMN19320962122662,White-Stevens,6021,US,RUB,147421.89,Travel Booking,1
T00454,2025-08-06 08:42:43,GB90LAZF82064293788982,Mcdaniel Ltd,7311,CN,GB95BKOD94749907251636,Johnson-Perez,4813,RU,CNY,182738.37,Insurance Premium,1
T00455,2025-05-15 21:59:57,GB88FEOO50190031362627,Bennett LLC,5411,SG,GB50XTOV77392127708478,"Scott, Jones and Mendez",4813,SG,SGD,190507.73,Retail Shopping,1
T00456,2025-08-18 14:00:41,GB29OQYU51108930876677,Hall-Dickerson,5411,AE,GB06NEKF05736001418192,"Ryan, Stafford and Peters",4813,UK,AED,19503.44,EMI Payment,1
T00457,2025-04-28 21:11:25,GB10ELXP45507874601181,Price PLC,7311,SG,GB93YCYI92579123769046,Ramirez LLC,7372,SG,SGD,122446.17,Travel Booking,1
T00458,2025-05-15 00:17:29,GB51BEZG91785889881839,Matthews and Sons,6021,CN,GB64AHOH45904678996765,Olsen Inc,6211,IN,CNY,8726.42,Salary Payment,1
T00459,2025-02-22 09:16:02,GB02BMXZ49891018565967,"Nolan, Ortiz and Bass",7372,BR,GB46GXVM99070984922973,Richardson-Thomas,7372,UK,BRL,191313.5,Loan Repayment,1
T00460,2025-01-21 17:20:15,GB75VTTJ80139860341268,"Miller, Bradley and Mcclain",6211,BR,GB17XNRS75332074143760,Sanchez Group,8221,IN,BRL,159301.52,Travel Booking,1
T00461,2025-04-07 06:41:16,GB69HIZU11416478212811,"Johnson, Gross and Murphy",4813,DE,GB66RTFU73795136141624,"Johns, Bailey and Valdez",4813,BR,EUR,80720.47,Donation,1
T00462,2025-07-18 10:26:26,GB74UQDF29957367495003,"Forbes, Williams and Odonnell",6021,UK,GB16QIJN65947233703277,Thompson Ltd,7311,AE,GBP,61205.08,Retail Shopping,1
T00463,2025-06-09 18:00:59,GB36VLXA17695679451257,"Fox, Arnold and Brewer",8221,BR,GB32HRTV00060698203413,Smith Ltd,8221,IN,BRL,66978.75,Paying Rent,0
T00464,2025-03-02 00:09:14,GB58MCDU50348944629995,"Christensen, Adams and Gonzales",7372,US,GB89FOKI56865836973990,Diaz and Sons,7372,US,USD,96826.04,Loan Repayment,1
T00465,2025-01-01 10:48:27,GB51VRPE71944824255042,"Ramos, Cline and Garcia",7372,UK,GB14BDJZ20423939057261,Smith-Gutierrez,5812,BR,GBP,121823.09,Paying Rent,1
T00466,2025-08-15 00:59:23,GB74JVZP94415045738693,"Hancock, Gonzalez and Smith",5812,BR,GB85BTHT85532592209607,"Prince, Holmes and Jones",6021,BR,BRL,111447.89,Insurance Premium,1
T00467,2025-02-10 04:45:31,GB96EVJF48732312717998,"Bridges, Frazier and Perry",5411,AE,GB49OFUW00070840376788,"Thomas, Gross and King",8221,AE,AED,147305.39,Paying Rent,1
T00468,2025-03-07 19:55:47,GB80TFOF62147575558704,"Esparza, Lee and Ramos",7372,SG,GB14GRWA39398658632367,"Macias, Hall and Crawford",6211,CN,SGD,43385.02,Donation,1
T00469,2025-01-19 13:33:09,GB49YTXO13359614054941,Sims and Sons,4813,BR,GB87LKVD74183444969733,Gallagher-Rodriguez,6021,ZA,BRL,188211.23,Subscription Service,1
T00470,2025-04-20 04:27:47,GB61ASAS09846276099533,Stanley-Arroyo,4813,BR,GB50EVKA24528666527390,Wright Group,6211,SG,BRL,121071.88,Salary Payment,1
T00471,2025-05-31 00:28:35,GB28URTR15276409951103,Matthews-Mendoza,4813,ZA,GB94NRSW85406873045717,Graves-Hunter,6021,DE,ZAR,167332.89,Utility Bill Payment,1
T00472,2025-04-19 17:10:52,GB47DYKW58828904913218,Jimenez Ltd,7372,IN,GB11QPQE10486889216171,"Cobb, Carter and Nelson",5411,US,INR,101559.71,Retail Shopping,1
T00473,2025-03-03 18:46:29,GB28VFLZ96740028961061,"Merritt, Hobbs and Miller",5812,CN,GB53BCTA55595121360028,Patterson-Dunn,5812,UK,CNY,78896.96,Donation,1
T00474,2025-07-23 03:31:59,GB96ABIR29420978476683,"Barnes, Simpson and Mcdonald",8221,CN,GB58LNLR58911409173672,Wilson PLC,6211,IN,CNY,80873.65,Credit Card Payment,1
T00475,2025-08-08 07:24:35,GB95DKSA83936298130601,Nicholson Group,7372,DE,GB38TGNC61598061946574,"Perez, Collins and Ware",6021,CN,EUR,102434.8,Salary Payment,1
T00476,2025-01-06 02:19:15,GB04RYXJ73270632785644,Trujillo-Steele,6021,IN,GB13XTQP33561280347805,Casey LLC,5411,AE,INR,174390.92,Travel Booking,1
T00477,2025-03-21 19:55:55,GB93TKJP85499262772940,Jensen-Kirk,8221,UK,GB58QUAX96273240318459,Myers-Hawkins,7311,US,GBP,39479.79,Travel Booking,0
T00478,2025-05-22 11:50:05,GB80YJOV39173326707490,"Conner, Kim and Moran",5411,RU,GB87UPZD73639154038483,"Griffin, Saunders and Francis",5812,SG,RUB,145542.98,Travel Booking,1
T00479,2025-08-16 11:06:44,GB72VEEQ89954087114185,"Cardenas, Glenn and Welch",7372,UK,GB77WBPS34562797392873,Mckee LLC,6211,ZA,GBP,50889.22,Donation,1
T00480,2025-03-24 15:58:06,GB77ASVO25535790380686,Jimenez-Quinn,5812,UK,GB91EWHA95367581438915,"Sanchez, Cortez and Bailey",5812,BR,GBP,167168.59,EMI Payment,1
